名前,ID,アクタータイプ,座標X,座標Y,座標Z,回転X,回転Y,回転Z,大きさX,大きさY,大きさZ,モデルのパス,優先度,ゲームタグ,当たり判定無視,トリガー,重力を受ける,コリジョンの半径,コリジョンの高さ,パスをまとめたパス
DBK_Concete_Floor_Full,10,Stage,15,-2,-15,2.504478E-06,0,0,10,10,10,Stage2/DBK_Concete_Floor_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Wall_Full,21,Stage,15,-1,-15,2.504478E-06,0,0,10,5,3,Stage2/DBK_Concete_Wall_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Wall_Full,14,Stage,15,-1,-15,0,90,0,10,5,3,Stage2/DBK_Concete_Wall_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Wall_Full,39,Stage,-15,-1,-15,0,90,0,10,5,3,Stage2/DBK_Concete_Wall_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Floor_Full,28,Stage,15,-2,15,2.504478E-06,0,0,10,10,10,Stage2/DBK_Concete_Floor_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Wall_Full,25,Stage,15,-1,15,0,90,0,10,5,3,Stage2/DBK_Concete_Wall_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Wall_Full,11,Stage,-15,-1,15,0,90,0,10,5,3,Stage2/DBK_Concete_Wall_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Floor_Full,13,Stage,15,-9,45,2.504478E-06,0,0,10,10,10,Stage2/DBK_Concete_Floor_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Floor_Full,47,Stage,15,-9,88.3,2.504478E-06,0,0,10,10,10,Stage2/DBK_Concete_Floor_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Floor_Full,32,Stage,15,-7.61,88.3,90,0,0,10,10,10,Stage2/DBK_Concete_Floor_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Floor_Full,46,Stage,15,-37.75,75,270,0,0,10,10,10,Stage2/DBK_Concete_Floor_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Wall_Full,16,Stage,15,-8,45,0,90,0,10,10,3,Stage2/DBK_Concete_Wall_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Wall_Full,4,Stage,-15,-8,45,0,90,0,10,10,3,Stage2/DBK_Concete_Wall_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Floor_Full,37,Stage,15,-9.23,97.88,350,0,0,10,10,11,Stage2/DBK_Concete_Floor_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Wall_Full,8,Stage,15,-8,100,0,90,0,10,10,3,Stage2/DBK_Concete_Wall_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Wall_Full,30,Stage,15,-8,88.43,0,90,0,10,10,3,Stage2/DBK_Concete_Wall_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Wall_Full,22,Stage,30,-8,130,0,90,0,30,10,3,Stage2/DBK_Concete_Wall_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Wall_Full,23,Stage,45,-8,180,0,0,0,30,10,3,Stage2/DBK_Concete_Wall_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Wall_Full,6,Stage,45,-8,130,0,0,0,10,10,3,Stage2/DBK_Concete_Wall_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Wall_Full,20,Stage,-15,-8,130,0,0,0,10,10,3,Stage2/DBK_Concete_Wall_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Wall_Full,5,Stage,-30,-8,130,0,90,0,30,10,3,Stage2/DBK_Concete_Wall_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Wall_Full,41,Stage,-15,-8,100,0,90,0,10,10,3,Stage2/DBK_Concete_Wall_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Wall_Full,7,Stage,-15,-8,88.4,0,90,0,10,10,3,Stage2/DBK_Concete_Wall_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Wall_Full,42,Stage,15,-15,45.5,0,0,0,10,5,3,Stage2/DBK_Concete_Wall_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Floor_Full,9,Stage,45,-3.53,130,2.504478E-06,0,0,30,10,20,Stage2/DBK_Concete_Floor_Full,Static,Object,1,1,0,0,0,None
Plane,33,Stage,14.4,0,24.9,90,270,0,10,5,5,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane,18,Stage,14.4,0,109.16,90,270,0,4.2,5,5,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane,27,Stage,-15,0,109.16,90,90,0,4.2,5,5,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane,29,Stage,0,0,-15,90,0,0,5,5,5,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane,3,Stage,0,0,10.5,0,0,0,3,5,7,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane,12,Stage,0,-7,40,0,0,0,3,5,7,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane,31,Stage,0,-7,123.5,0,0,0,3,5,7,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane,17,Stage,0,-24.4,88.31,270,0,0,5,5,3.458817,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane,36,Stage,0,-24.4,75,90,0,0,5,5,3.458817,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane,40,Stage,0,-1.53,155,0,0,0,7,5,5,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane,34,Stage,0,-4.98,110.4,350,0,0,3,5,4,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane,35,Stage,0,-5.23,45.5,90,0,0,3,5,1,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane,45,Stage,-15,0,24.9,90,90,0,10,5,5,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane,19,Stage,-30,0,156.2,90,90,0,6,5,5,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane,44,Stage,29.4,0,156.2,90,270,0,6,5,5,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane,15,Stage,0,0,179.4,90,180,0,7,5,5,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane,24,Stage,24.5,0,130,90,0,0,2,5,5,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane,26,Stage,-25,0,130,90,0,0,2,5,5,Collision/Plane,Static,Object,0,0,0,0,0,None
Goal,43,Stage,0,-1.5,150,0,0,0,1,1,1,,Low,Area,0,1,0,500,0,None
Sky1,1,Stage,0,0,0,0,0,0,5,5,5,Sky/Sky_Daylight01,Static,Sky,1,1,0,0,0,None
